date,l_ipn,f
2006-07-18,4,119
2006-07-18,4,214
2006-07-18,5,2
2006-07-18,5,2
2006-07-18,5,1
2006-07-18,5,3
2006-07-18,5,2
2006-07-18,5,1
2006-07-18,5,2
2006-07-18,5,11
2006-07-18,5,1
2006-07-18,5,4
2006-07-18,5,2
2006-07-18,6,2
2006-07-18,6,9
2006-07-18,6,1
2006-07-18,6,4
2006-07-18,6,2
2006-07-18,6,11
2006-07-18,6,1
2006-07-18,6,2
2006-07-18,6,4
2006-07-18,6,3
2006-07-18,6,1
2006-07-18,6,4
2006-07-18,7,2
2006-07-18,7,4
2006-07-18,7,10
2006-07-18,7,16
2006-07-18,7,30
2006-07-18,7,8
2006-07-18,7,3
2006-07-18,7,2
2006-07-18,7,6
2006-07-18,7,2
2006-07-18,7,6
2006-07-18,7,36
2006-07-18,7,3
2006-07-18,7,6
2006-07-18,7,1
2006-07-18,7,2
2006-07-18,7,2
2006-07-18,7,9
2006-07-18,7,3
2006-07-18,7,5
2006-07-18,7,7
2006-07-18,7,14
2006-07-18,7,1
2006-07-18,7,66
2006-07-18,7,65
2006-07-18,7,48
2006-07-18,7,6
2006-07-18,7,15
2006-07-18,7,23
2006-07-18,7,4
2006-07-18,7,1
2006-07-18,7,2
2006-07-18,7,13
2006-07-18,7,12
2006-07-18,7,5
2006-07-18,7,11
2006-07-18,8,1
2006-07-18,8,1
2006-07-18,8,1
2006-07-18,8,15
2006-07-18,8,2
2006-07-18,8,1
2006-07-18,8,4
2006-07-18,9,1
2006-07-18,9,15
2006-07-18,9,32
2006-07-18,9,12
2006-07-18,9,64
2006-07-18,9,18
2006-07-18,9,6
2006-07-18,9,2
2006-07-18,9,2
2006-07-18,9,70
2006-07-18,9,1
2006-07-18,9,1
2006-07-18,9,11
2006-07-18,9,114
2006-07-18,9,6
2006-07-18,9,30
2006-07-18,9,23
2006-07-18,9,8
2006-07-18,9,53
2006-07-18,9,4
2006-07-18,9,16
2006-07-18,9,1
2006-07-18,9,2
2006-07-18,9,6
2006-07-18,9,14
2006-07-18,9,1
2006-07-18,9,22
2006-07-18,9,21
2006-07-18,9,22
2006-07-18,9,171
2006-07-18,9,8
2006-07-18,9,7
2006-07-18,9,3
2006-07-18,9,11
2006-07-18,9,24
2006-07-18,9,40
2006-07-18,9,3
2006-07-18,9,2
2006-07-18,9,53
2006-07-18,9,50
2006-07-18,9,2
2006-07-18,9,17
2006-07-18,9,6
2006-07-18,9,2
2006-07-18,9,2
2006-07-18,9,2
2006-07-18,9,12
2006-07-18,9,2
2006-07-18,9,3
2006-07-18,9,2
2006-07-19,0,2
2006-07-19,0,1
2006-07-19,0,2
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,80
2006-07-19,0,14
2006-07-19,0,2
2006-07-19,0,1
2006-07-19,0,2
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,2
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,2
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,2
2006-07-19,0,18
2006-07-19,0,1
2006-07-19,0,2
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,2
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,0,2
2006-07-19,0,1
2006-07-19,0,1
2006-07-19,1,2
2006-07-19,1,2
2006-07-19,1,1390
2006-07-19,1,887
2006-07-19,1,2
2006-07-19,1,2
2006-07-19,1,3
2006-07-19,1,2
2006-07-19,1,1
2006-07-19,1,4
2006-07-19,1,2
2006-07-19,1,7
2006-07-19,1,9
2006-07-19,1,1
2006-07-19,1,1
2006-07-19,1,2
2006-07-19,1,1
2006-07-19,1,2
2006-07-19,1,1
2006-07-19,1,1
2006-07-19,1,2
2006-07-19,1,13
2006-07-19,1,4
2006-07-19,1,2
2006-07-19,1,2
2006-07-19,1,3
2006-07-19,1,2
2006-07-19,1,1
2006-07-19,1,3
2006-07-19,1,1
2006-07-19,1,2
2006-07-19,1,1
2006-07-19,1,1
2006-07-19,1,2
2006-07-19,1,2
2006-07-19,1,1
2006-07-19,1,2
2006-07-19,2,1
2006-07-19,2,88
2006-07-19,2,877
2006-07-19,2,11
2006-07-19,2,1
2006-07-19,2,1
2006-07-19,2,4
2006-07-19,2,3
2006-07-19,2,2
2006-07-19,2,50
2006-07-19,2,160
2006-07-19,2,3
2006-07-19,2,76
2006-07-19,2,1
2006-07-19,2,2
2006-07-19,2,8
2006-07-19,2,1
2006-07-19,2,3
2006-07-19,2,584
2006-07-19,2,1
2006-07-19,2,2
2006-07-19,2,7
2006-07-19,2,4
2006-07-19,2,4
2006-07-19,2,2
2006-07-19,2,4
2006-07-19,2,1
2006-07-19,2,37
2006-07-19,3,2
2006-07-19,3,1
2006-07-19,3,1
2006-07-19,3,6
2006-07-19,3,5
2006-07-19,3,1
2006-07-19,3,1
2006-07-19,3,1
2006-07-19,3,1
2006-07-19,3,4
2006-07-19,3,5
2006-07-19,4,1
2006-07-19,4,882
2006-07-19,4,1
2006-07-19,4,1
2006-07-19,4,1446
2006-07-19,4,10
2006-07-19,4,2
2006-07-19,4,1
2006-07-19,4,15
2006-07-19,4,1
2006-07-19,4,15
2006-07-19,4,83
2006-07-19,4,54
2006-07-19,5,1
2006-07-19,5,1
2006-07-19,5,1
2006-07-19,5,1
2006-07-19,5,4
2006-07-19,5,2
2006-07-19,5,1
2006-07-19,5,4
2006-07-19,5,2
2006-07-19,5,1
2006-07-19,5,2
2006-07-19,5,3
2006-07-19,6,2
2006-07-19,6,2
2006-07-19,6,1
2006-07-19,6,4
2006-07-19,6,2
2006-07-19,6,2
2006-07-19,6,1
2006-07-19,6,1
2006-07-19,6,1
2006-07-19,6,2
2006-07-19,6,3
2006-07-19,6,3
2006-07-19,6,1
2006-07-19,7,31
2006-07-19,7,2
2006-07-19,7,5
2006-07-19,7,3
2006-07-19,7,2
2006-07-19,7,9
2006-07-19,7,8
2006-07-19,7,1
2006-07-19,7,1
2006-07-19,7,1
2006-07-19,7,2
2006-07-19,7,7
2006-07-19,7,5
2006-07-19,7,1
2006-07-19,7,2
2006-07-19,7,2
2006-07-19,7,2
2006-07-19,7,3
2006-07-19,7,26
2006-07-19,7,4
2006-07-19,7,2
2006-07-19,7,67
2006-07-19,7,9
2006-07-19,7,6
2006-07-19,7,48
2006-07-19,7,1
2006-07-19,7,15
2006-07-19,7,5
2006-07-19,7,10
2006-07-19,7,13
2006-07-19,7,1
2006-07-19,7,1
2006-07-19,7,14
2006-07-19,8,1
2006-07-19,8,1
2006-07-19,8,2
2006-07-19,8,4
2006-07-19,8,1
2006-07-19,9,5
2006-07-19,9,15
2006-07-19,9,449
2006-07-19,9,34
2006-07-19,9,590
2006-07-19,9,1
2006-07-19,9,72
2006-07-19,9,4
2006-07-19,9,17
2006-07-19,9,64
2006-07-19,9,2
2006-07-19,9,5
2006-07-19,9,39
2006-07-19,9,168
2006-07-19,9,6
2006-07-19,9,3
2006-07-19,9,83
2006-07-19,9,45
2006-07-19,9,2
2006-07-19,9,6
2006-07-19,9,17
2006-07-19,9,167
2006-07-19,9,15
2006-07-19,9,1
2006-07-19,9,4
2006-07-19,9,2
2006-07-19,9,1
2006-07-19,9,6
2006-07-19,9,1
2006-07-19,9,3
2006-07-19,9,9
2006-07-19,9,1
2006-07-19,9,8
2006-07-19,9,63
2006-07-19,9,29
2006-07-19,9,12
2006-07-19,9,1
2006-07-19,9,23
2006-07-19,9,888
2006-07-19,9,7
2006-07-19,9,4
2006-07-19,9,18
2006-07-19,9,14
2006-07-19,9,6
2006-07-19,9,1
2006-07-19,9,2
2006-07-19,9,466
2006-07-19,9,9
2006-07-19,9,322
2006-07-19,9,1
2006-07-19,9,7
2006-07-19,9,3
2006-07-19,9,4
2006-07-19,9,1
2006-07-19,9,1
2006-07-19,9,50
2006-07-19,9,2
2006-07-19,9,6
2006-07-19,9,1
2006-07-19,9,2
2006-07-19,9,3
2006-07-19,9,3
2006-07-19,9,1
2006-07-19,9,1
2006-07-19,9,7
2006-07-19,9,1
2006-07-19,9,104
2006-07-19,9,36
2006-07-19,9,10
2006-07-19,9,13
2006-07-19,9,55
2006-07-19,9,2
2006-07-19,9,1
2006-07-19,9,297
2006-07-19,9,11
2006-07-19,9,43
2006-07-19,9,2
2006-07-20,0,1
2006-07-20,0,5
2006-07-20,0,1
2006-07-20,0,5
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,3
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,39
2006-07-20,0,14
2006-07-20,0,1
2006-07-20,0,2
2006-07-20,0,1
2006-07-20,0,1367
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,2
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,2
2006-07-20,0,1
2006-07-20,0,29
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,0,1
2006-07-20,1,1
2006-07-20,1,2
2006-07-20,1,10
2006-07-20,1,2
2006-07-20,1,7
2006-07-20,1,2
2006-07-20,1,1313
2006-07-20,1,1
2006-07-20,1,1
2006-07-20,1,5
2006-07-20,1,14
2006-07-20,1,2
2006-07-20,1,5
2006-07-20,1,1364
2006-07-20,1,1
2006-07-20,1,1
2006-07-20,1,18
2006-07-20,1,2
2006-07-20,1,4
2006-07-20,1,2
2006-07-20,1,2
2006-07-20,1,2
2006-07-20,1,2
2006-07-20,1,12
2006-07-20,1,10
2006-07-20,1,1
2006-07-20,1,3
2006-07-20,1,10
2006-07-20,1,2
2006-07-20,1,2
2006-07-20,1,1
2006-07-20,1,3
2006-07-20,2,84
2006-07-20,2,1
2006-07-20,2,4
2006-07-20,2,6
2006-07-20,2,8
2006-07-20,2,12
2006-07-20,2,1
2006-07-20,2,1364
2006-07-20,2,177
2006-07-20,2,175
2006-07-20,2,3
2006-07-20,2,80
2006-07-20,2,1
2006-07-20,2,489
2006-07-20,2,4
2006-07-20,2,4
2006-07-20,2,4
2006-07-20,2,16
2006-07-20,2,8
2006-07-20,2,2
2006-07-20,2,3
2006-07-20,3,1
2006-07-20,3,2
2006-07-20,3,1
2006-07-20,3,1
2006-07-20,3,9
2006-07-20,3,2
2006-07-20,3,1
2006-07-20,4,10
2006-07-20,4,1
2006-07-20,4,486
2006-07-20,4,6
2006-07-20,4,6
2006-07-20,4,15
2006-07-20,4,12
2006-07-20,4,84
2006-07-20,5,2
2006-07-20,5,1
2006-07-20,5,3
2006-07-20,5,1
2006-07-20,5,1
2006-07-20,5,9
2006-07-20,5,1
2006-07-20,5,2
2006-07-20,5,2
2006-07-20,5,2
2006-07-20,5,1
2006-07-20,6,2
2006-07-20,6,2
2006-07-20,6,4
2006-07-20,6,2
2006-07-20,6,2
2006-07-20,6,2
2006-07-20,6,2
2006-07-20,6,4
2006-07-20,7,1
2006-07-20,7,18
2006-07-20,7,11
2006-07-20,7,3
2006-07-20,7,54
2006-07-20,7,13
2006-07-20,7,6
2006-07-20,7,6
2006-07-20,7,6
2006-07-20,7,8
2006-07-20,7,1
2006-07-20,7,24
2006-07-20,7,6
2006-07-20,7,9
2006-07-20,7,22
2006-07-20,7,45
2006-07-20,7,3
2006-07-20,7,10
2006-07-20,7,6
2006-07-20,7,19
2006-07-20,7,6
2006-07-20,7,8
2006-07-20,7,6
2006-07-20,7,6
2006-07-20,7,5
2006-07-20,7,96
2006-07-20,7,8
2006-07-20,7,48
2006-07-20,7,21
2006-07-20,7,6
2006-07-20,7,24
2006-07-20,7,6
2006-07-20,7,3
2006-07-20,7,4
2006-07-20,7,3
2006-07-20,7,6
2006-07-20,7,17
2006-07-20,8,1
2006-07-20,8,2
2006-07-20,8,2
2006-07-20,8,2
2006-07-20,8,1
2006-07-20,8,4
2006-07-20,8,169
2006-07-20,9,2
2006-07-20,9,2
2006-07-20,9,1
2006-07-20,9,10
2006-07-20,9,1
2006-07-20,9,6
2006-07-20,9,12
2006-07-20,9,11
2006-07-20,9,3
2006-07-20,9,4
2006-07-20,9,4
2006-07-20,9,2
2006-07-20,9,2
2006-07-20,9,32
2006-07-20,9,12
2006-07-20,9,2
2006-07-20,9,2
2006-07-20,9,4
2006-07-20,9,180
2006-07-20,9,11
2006-07-20,9,6
2006-07-20,9,5
2006-07-20,9,6
2006-07-20,9,4
2006-07-20,9,2
2006-07-20,9,9
2006-07-20,9,1
2006-07-20,9,2
2006-07-21,0,1
2006-07-21,0,2
2006-07-21,0,1
2006-07-21,0,2
2006-07-21,0,1
2006-07-21,0,6
2006-07-21,0,21
2006-07-21,0,1
2006-07-21,0,6
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,7
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,18
2006-07-21,0,1
2006-07-21,0,2
2006-07-21,0,2
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,2
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,3
2006-07-21,0,20
2006-07-21,0,1118
2006-07-21,0,1
2006-07-21,0,2
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,0,1
2006-07-21,1,2
2006-07-21,1,6
2006-07-21,1,1
2006-07-21,1,1
2006-07-21,1,2
2006-07-21,1,2
2006-07-21,1,2
2006-07-21,1,1340
2006-07-21,1,1
2006-07-21,1,872
2006-07-21,1,4
2006-07-21,1,10
2006-07-21,1,36
2006-07-21,1,2
2006-07-21,1,1
2006-07-21,1,1
2006-07-21,1,4
2006-07-21,1,2
2006-07-21,1,1
2006-07-21,1,22
2006-07-21,1,2
2006-07-21,1,1
2006-07-21,1,1
2006-07-21,1,3
2006-07-21,1,17
2006-07-21,1,2
2006-07-21,1,2
2006-07-21,1,1
2006-07-21,1,1
2006-07-21,1,1
2006-07-21,1,1
2006-07-21,1,1
2006-07-21,1,2
2006-07-21,1,1
2006-07-21,1,1
2006-07-21,1,1
2006-07-21,1,1
2006-07-21,1,4
2006-07-21,1,1
2006-07-21,1,11
2006-07-21,1,2
2006-07-21,1,672
2006-07-21,1,9
2006-07-21,1,4
2006-07-21,1,2
2006-07-21,1,2
2006-07-21,1,2
2006-07-21,1,2
2006-07-21,1,4
2006-07-21,1,1
2006-07-21,1,2
2006-07-21,1,2
2006-07-21,1,1
2006-07-21,1,1
2006-07-21,1,2
2006-07-21,1,1
2006-07-21,1,2
2006-07-21,1,1
2006-07-21,2,1
2006-07-21,2,84
2006-07-21,2,10
2006-07-21,2,2
2006-07-21,2,4
2006-07-21,2,1
2006-07-21,2,141
2006-07-21,2,17
2006-07-21,2,292
2006-07-21,2,4
2006-07-21,2,70
2006-07-21,2,1
2006-07-21,2,1
2006-07-21,2,1
2006-07-21,2,2
2006-07-21,2,1100
2006-07-21,2,7
2006-07-21,2,238
2006-07-21,2,2
2006-07-21,2,8
2006-07-21,2,8
2006-07-21,2,1142
2006-07-21,2,7
2006-07-21,2,1
2006-07-21,3,2
2006-07-21,3,1
2006-07-21,3,26
2006-07-21,3,1
2006-07-21,3,27
2006-07-21,3,1
2006-07-21,3,3
2006-07-21,3,1
2006-07-21,3,1
2006-07-21,3,1
2006-07-21,3,2
2006-07-21,3,2
2006-07-21,3,3
2006-07-21,3,2
2006-07-21,3,1
2006-07-21,4,1
2006-07-21,4,4
2006-07-21,4,2
2006-07-21,4,17
2006-07-21,4,1
2006-07-21,4,1
2006-07-21,4,1
2006-07-21,4,1
2006-07-21,4,1179
2006-07-21,4,9
2006-07-21,4,2
2006-07-21,4,30
2006-07-21,4,94
2006-07-21,4,84
2006-07-21,4,2
2006-07-21,4,1
2006-07-21,5,2
2006-07-21,5,1
2006-07-21,5,1
2006-07-21,5,35
2006-07-21,5,31
2006-07-21,5,6
2006-07-21,5,1
2006-07-21,5,4
2006-07-21,5,1
2006-07-21,5,2
2006-07-21,5,1
2006-07-21,5,1
2006-07-21,5,1
2006-07-21,5,1
2006-07-21,5,4
2006-07-21,5,2
2006-07-21,6,2
2006-07-21,6,42
2006-07-21,6,1
2006-07-21,6,40
2006-07-21,6,6
2006-07-21,6,2
2006-07-21,6,1
2006-07-21,6,1
2006-07-21,6,4
2006-07-21,6,2
2006-07-21,6,3
2006-07-21,6,6
2006-07-21,6,5
2006-07-21,6,2
2006-07-21,7,1
2006-07-21,7,1
2006-07-21,7,1
2006-07-21,7,1
2006-07-21,7,6
2006-07-21,7,4
2006-07-21,7,1
2006-07-21,7,1
2006-07-21,7,48
2006-07-21,8,1
2006-07-21,8,1
2006-07-21,8,1
2006-07-21,8,1
2006-07-21,8,2
2006-07-21,8,1
2006-07-21,8,1
2006-07-21,8,169
2006-07-21,8,4
2006-07-21,9,3
2006-07-21,9,8
2006-07-21,9,17
2006-07-21,9,1
2006-07-21,9,63
2006-07-21,9,2
2006-07-21,9,490
2006-07-21,9,106
2006-07-21,9,2
2006-07-21,9,22
2006-07-21,9,63
2006-07-21,9,6
2006-07-21,9,10
2006-07-21,9,28
2006-07-21,9,5
2006-07-21,9,9
2006-07-21,9,4
2006-07-21,9,2
2006-07-21,9,215
2006-07-21,9,8
2006-07-21,9,17
2006-07-21,9,26
2006-07-21,9,18
2006-07-21,9,2
2006-07-21,9,101
2006-07-21,9,4
2006-07-21,9,2
2006-07-21,9,12
2006-07-21,9,32
2006-07-21,9,4
2006-07-21,9,11
2006-07-21,9,2
2006-07-21,9,1
2006-07-21,9,3
2006-07-21,9,3
2006-07-21,9,7
2006-07-21,9,14
2006-07-21,9,69
2006-07-21,9,2
2006-07-21,9,1
2006-07-21,9,3
2006-07-21,9,3
2006-07-21,9,5
2006-07-21,9,9
2006-07-21,9,7
2006-07-21,9,10
2006-07-21,9,90
2006-07-21,9,10
2006-07-21,9,174
2006-07-21,9,37
2006-07-21,9,1
2006-07-21,9,1
2006-07-21,9,3
2006-07-21,9,37
2006-07-21,9,2
2006-07-21,9,1
2006-07-21,9,434
2006-07-21,9,1
2006-07-21,9,13
2006-07-21,9,553
2006-07-21,9,1
2006-07-21,9,6
2006-07-21,9,7
2006-07-21,9,10
2006-07-21,9,7
2006-07-21,9,33
2006-07-21,9,1
2006-07-21,9,23
2006-07-21,9,3
2006-07-21,9,15
2006-07-21,9,8
2006-07-21,9,7
2006-07-21,9,6
2006-07-21,9,1
2006-07-21,9,42
2006-07-21,9,5
2006-07-21,9,2
2006-07-21,9,52
2006-07-21,9,4
2006-07-21,9,2
2006-07-21,9,93
2006-07-21,9,4
2006-07-21,9,99
2006-07-21,9,2
2006-07-21,9,2
2006-07-21,9,1
2006-07-21,9,2
2006-07-21,9,5
2006-07-21,9,1
2006-07-21,9,52
2006-07-21,9,17
2006-07-21,9,2
2006-07-21,9,20
2006-07-21,9,267
2006-07-21,9,5
2006-07-21,9,2
2006-07-22,0,2
2006-07-22,0,2
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,17
2006-07-22,0,4
2006-07-22,0,3
2006-07-22,0,4
2006-07-22,0,1
2006-07-22,0,2
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,3
2006-07-22,0,1
2006-07-22,0,36
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,2
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,2
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,24
2006-07-22,0,4
2006-07-22,0,1
2006-07-22,0,355
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,2
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,0,1
2006-07-22,1,1
2006-07-22,1,2
2006-07-22,1,1375
2006-07-22,1,10
2006-07-22,1,1
2006-07-22,1,24
2006-07-22,1,13
2006-07-22,1,2
2006-07-22,1,1
2006-07-22,1,1
2006-07-22,1,1
2006-07-22,1,8
2006-07-22,1,1
2006-07-22,1,2
2006-07-22,1,1
2006-07-22,1,9
2006-07-22,1,36
2006-07-22,1,12
2006-07-22,1,1
2006-07-22,1,1
2006-07-22,1,1
2006-07-22,1,1
2006-07-22,1,15
2006-07-22,1,2
2006-07-22,1,2
2006-07-22,1,1
2006-07-22,1,1
2006-07-22,1,1
2006-07-22,1,1
2006-07-22,1,2
2006-07-22,1,1
2006-07-22,1,4
2006-07-22,1,37
2006-07-22,1,5
2006-07-22,1,1
2006-07-22,1,12
2006-07-22,1,1
2006-07-22,1,2
2006-07-22,1,1
2006-07-22,1,1
2006-07-22,1,2
2006-07-22,1,1
2006-07-22,1,1
2006-07-22,1,4
2006-07-22,1,1
2006-07-22,1,1
2006-07-22,1,1
2006-07-22,1,2
2006-07-22,1,1
2006-07-22,1,4
2006-07-22,1,1
2006-07-22,2,2
2006-07-22,2,87
2006-07-22,2,3
2006-07-22,2,1
2006-07-22,2,4
2006-07-22,2,1
2006-07-22,2,1
2006-07-22,2,1
2006-07-22,2,13
2006-07-22,2,3
2006-07-22,2,36
2006-07-22,2,288
2006-07-22,2,11
2006-07-22,2,82
2006-07-22,2,1
2006-07-22,2,19
2006-07-22,2,1
2006-07-22,2,1
2006-07-22,2,4
2006-07-22,2,1
2006-07-22,2,4
2006-07-22,2,163
2006-07-22,2,1
2006-07-22,2,16
2006-07-22,2,4
2006-07-22,2,1
2006-07-22,2,4
2006-07-22,2,307
2006-07-22,2,8
2006-07-22,2,3
2006-07-22,3,2
2006-07-22,3,2
2006-07-22,3,6
2006-07-22,3,1
2006-07-22,3,25
2006-07-22,3,15
2006-07-22,3,1
2006-07-22,3,1
2006-07-22,3,3
2006-07-22,3,1
2006-07-22,3,1
2006-07-22,3,1
2006-07-22,3,1
2006-07-22,3,1
2006-07-22,3,3
2006-07-22,3,2
2006-07-22,3,1
2006-07-22,3,3
2006-07-22,3,2
2006-07-22,3,2
2006-07-22,4,1
2006-07-22,4,24
2006-07-22,4,2
2006-07-22,4,1
2006-07-22,4,1
2006-07-22,4,1
2006-07-22,4,2
2006-07-22,4,36
2006-07-22,4,4
2006-07-22,4,2
2006-07-22,4,1
2006-07-22,4,4
2006-07-22,4,1
2006-07-22,4,4
2006-07-22,4,1
2006-07-22,4,4
2006-07-22,4,85
2006-07-22,4,1
2006-07-22,4,19
2006-07-22,5,2
2006-07-22,5,5
2006-07-22,5,22
2006-07-22,5,3
2006-07-22,5,5
2006-07-22,5,2
2006-07-22,5,10
2006-07-22,5,3
2006-07-22,5,1
2006-07-22,5,1
2006-07-22,5,3
2006-07-22,5,2
2006-07-22,5,1
2006-07-22,5,1
2006-07-22,5,1
2006-07-22,5,1
2006-07-22,5,1
2006-07-22,5,1
2006-07-22,5,1
2006-07-22,5,1
2006-07-22,5,1
2006-07-22,5,3
2006-07-22,5,4
2006-07-22,5,3
2006-07-22,5,1
2006-07-22,5,2
2006-07-22,5,4
2006-07-22,5,1
2006-07-22,5,2
2006-07-22,5,2
2006-07-22,5,18
2006-07-22,5,1
2006-07-22,5,7
2006-07-22,5,1
2006-07-22,5,1
2006-07-22,5,2
2006-07-22,5,28
2006-07-22,5,1
2006-07-22,5,1
2006-07-22,5,10
2006-07-22,5,1
2006-07-22,6,2
2006-07-22,6,1
2006-07-22,6,29
2006-07-22,6,1
2006-07-22,6,1
2006-07-22,6,1
2006-07-22,6,3
2006-07-22,6,2
2006-07-22,6,1
2006-07-22,6,1
2006-07-22,6,1
2006-07-22,6,2
2006-07-22,6,2
2006-07-22,6,3
2006-07-22,6,2
2006-07-22,6,2
2006-07-22,6,1
2006-07-22,6,2
2006-07-22,6,1
2006-07-22,6,2
2006-07-22,7,1
2006-07-22,7,1
2006-07-22,7,3
2006-07-22,7,2
2006-07-22,7,48
2006-07-22,8,2
2006-07-22,8,1
2006-07-22,8,4
2006-07-22,8,52
2006-07-22,8,18
2006-07-22,8,12
2006-07-22,8,6
2006-07-22,8,16
2006-07-22,8,4
2006-07-22,8,2
2006-07-22,8,1
2006-07-22,8,83
2006-07-22,8,1
2006-07-22,9,1
2006-07-22,9,1
2006-07-22,9,2
2006-07-22,9,2
2006-07-23,0,3
2006-07-23,0,1
2006-07-23,0,18
2006-07-23,0,11
2006-07-23,0,3
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,14
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,26
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,2
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,1
2006-07-23,0,3697
2006-07-23,0,1
2006-07-23,1,1
2006-07-23,1,54
2006-07-23,1,2
2006-07-23,1,1
2006-07-23,1,1
2006-07-23,1,2
2006-07-23,1,4422
2006-07-23,1,3
2006-07-23,1,271
2006-07-23,1,6
2006-07-23,1,1
2006-07-23,1,8
2006-07-23,1,19
2006-07-23,1,2
2006-07-23,1,1
2006-07-23,1,3
2006-07-23,1,1
2006-07-23,1,4
2006-07-23,1,1
2006-07-23,1,9
2006-07-23,1,8
2006-07-23,1,1
2006-07-23,1,5
2006-07-23,1,2
2006-07-23,1,1
2006-07-23,1,1
2006-07-23,1,48
2006-07-23,1,6
2006-07-23,1,1
2006-07-23,1,1
2006-07-23,1,1
2006-07-23,1,96
2006-07-23,1,50
2006-07-23,1,1
2006-07-23,1,55
2006-07-23,1,4
2006-07-23,1,2
2006-07-23,1,1
2006-07-23,1,2
2006-07-23,1,2
2006-07-23,1,2
2006-07-23,1,2
2006-07-23,1,1
2006-07-23,1,5
2006-07-23,1,2
2006-07-23,1,1
2006-07-23,1,1
2006-07-23,1,1
2006-07-23,1,1
2006-07-23,1,3697
2006-07-23,2,1
2006-07-23,2,84
2006-07-23,2,1
2006-07-23,2,9
2006-07-23,2,1
2006-07-23,2,1
2006-07-23,2,2
2006-07-23,2,23
2006-07-23,2,3
2006-07-23,2,289
2006-07-23,2,3
2006-07-23,2,80
2006-07-23,2,1
2006-07-23,2,1
2006-07-23,2,10
2006-07-23,2,161
2006-07-23,2,1
2006-07-23,2,1
2006-07-23,2,2
2006-07-23,2,4
2006-07-23,2,4
2006-07-23,2,1
2006-07-23,2,3697
2006-07-23,2,12
2006-07-23,2,132
2006-07-23,3,1
2006-07-23,3,1
2006-07-23,3,6
2006-07-23,3,1
2006-07-23,3,2
2006-07-23,3,15
2006-07-23,3,2
2006-07-23,3,1
2006-07-23,3,1
2006-07-23,3,1
2006-07-23,3,2
2006-07-23,3,1
2006-07-23,3,1
2006-07-23,3,3
2006-07-23,3,2
2006-07-23,3,5
2006-07-23,3,2
